Tweet Text
cuando rubi es asesinada por su novio marisela inicia una cruzada para lograr la captura y el juicio del homicida de su hija”  documental las tres muertes de marisela escobedo netflix feminicidio justiciaparatodas niunamas niunamenos
en diferentes partes de mundoestan asesinando a las mujeres transy sus casos quedan impunes stoptranfemicidio justiciaparaellas stoptransfobia nosestanmatando niunamenos cuarentenaviolenta justiciaparatodas
laura melisa velazquez sanchez tenia 20 cuando el 21102019 fue asesinada al interior d la casa donde vivia junto c su pareja angello y sus hijas en iztapalapa angello “n” tiene orden d aprension p no ha sido localizado justiciaparalauramelisa niunamas justiciaparatodas
lizbeth mendoza gomez nacio el 18101998 tenia 19 fue una niña amada tranquila amorosa c su mirada hacia sentir mucha calma la primera hija d juana hasta q en 2018 fue asesinada p su marido hoy condenado a 70 años d prision unabrazoalcielo niunamas justiciaparatodas
acabo de terminar de ver lastresmuertesdemariselaescobedo y verrrrga estoy enojadatristeindignada porque siempre escuchamos de nuestras muertas pero jamas de los feminicidas basta mexico ya basta justiciaparatodas niunamenos mexicofeminicida
ellasnosonnumerossonvidas mariuxi era una joven madre de dos menores de 5 y 10 años que decidio terminar con el ciclo de violencia que vivia con luis erazo su esposo el femicida la convencio de conversar para poder asesinarla y luego suicidarse justiciaparatodas 
 parece una pesadilla tanto crimen no puede quedar en la impunidad  justiciaparatodas rt ernestogarratt brutal reportaje sobre violaciones de ddhh contra embarazadas durante el estallido social
cada apoyo suma justiciaparaantonia justiciaparatodas rt vivigp mas argumentos que apoyan nuestra desconfianza en la justicia este es uno de los principales aportes q podria hacer la ley justiciaparaantonia perspectivadegenero en la formacion judicial ojala se extienda a todos los funcionarios publicos  sacarlavozcl
nosotras las victimas nunca somos escuchadas menos aun por la justicia funar es la unica manera de hacer visible lo que nos sucedio somos muchas luchando por una ley que nos acoja y proteja es la unica manera de parar las funas justiciaparaantonia justiciaparatodas rt vivigp pabloaravenac sacarlavozcl las funas son la forma de defensa cuando el sistema judicial no sirve y es muy comun que fallen a favor del abusador y en contra de la victima en estos casos aqui si hacen cumplir la ley 
yo saco la voz por mi por ti y por todas mis compañeras acompañanos te necesitamos sacarlavozcl justiciaparaantonia justiciaparatodas sinconsentimientoesviolacion
sacarlavozcl justiciaparaantonia justiciaparatodas sinconsentimientoesviolacion en arica y parinacota region
justiciaparacarmen justiciaparaesmeralda justiciaparaelena justiciaparatodas no mas ataques de acido contra mujeres no mas violencia contra nosotras mexicofeminicida congresougenero senadomexicano mxdiputados
ayudanos y graba tu video con la siguiente frase saca la voz por mi por ti y por todas etiquetanos en rrss y utiliza los hashtags sacarlavoz sinconsentimientoesviolacion justiciaparaantonia justiciaparatodas valdebenitonata redperiofem tvmonica medicasfem izkia
amimegustalavidasocial y no es el problema el problema es tu culturadeviolacion justiciaparatodas y aunque les duela perupaisdevioladores
se comete un feminicidio identificado el feminicida y se dan detalles del crimen e inexplicablemente se fuga como todo cobarde y nadie sabe su paradero justiciaparatodas niunamenos noimpunidad rt econsultaver seguridad   el homicidio se registro despues de una fuerte discusion entre la mujer y su pareja sentimental en la colonia cuauhtemoc
21deoctubre2020 mexico despierta estan matando a tus mujeres y niñas marcha en justicia por ayeline lasninasnosetocan acapulco marchaporayelin guerrerofeminicida justiciaparatodas
ayuden a difundir por favor de todosas depende que la ley antonia la aprueben en el congreso  yo saco la voz por mi por ti y por todas  te necesitamos  justiciaparaantonia justiciaparatodas sacarlavozcl
ellasnosonnumerossonvidas su nombre era elizabeth y no conocemos quien era ella el caso no fue cubierto por medios de comunicacion aunque desconozcamos su proceder su vida no tuvo que ser truncada por la violencia machista justiciaparatodas 
ya basta sacarlavozcl justiciaparaantonia justiciaparatodas justiciaparalucia
la tarde del 20 de octubre en el municipio de pahuatlan una mujer indigena fue asesinada con un arma de fuego hasta el momento ni la fiscalia ni los medios de comunicacion han informado acerca de este feminicidio justiciaparatodas pahuatlanfeminicida
basta de violencia machista exigimos justicia para nuestra hermana boliviana justiciaparalucia y justiciaparatodas cacerolazo nacional las 2000 hrs calama nortedechile antofagasta femicidios niunamenos feminismo feministas aprueba apruebocc apruebo
vean el documental de las tres muertes de marisela escobedo el que sienta indiferencia al respecto lo espero para darles en su puta madre pinche pais de mierda pinche gobierno de mierda pinche duarte de mierda lastresmuertesdemariselaescobedo justiciaparatodas niunamas
despues de ver las tres muertes de mariselaescobedo si me daba miedo salir a la calle ahora me da pavor porque se que si desaparezco me queman me hacen pedazos y saben quien lo hizo en mi pais no van a hacer nada meduelesmexico justiciaparatodas nosqueremosvivas
el 19 de octubre bianca fue asesinada por su novio juan pablo alcazar quien disparo contra ella tras una discusion y luego se dio a la fuga en menos de 72 horas se han cometido tres feminicidios en guadalajara justiciaparabianca justiciaparatodas guadalajarafeminicida
no hay olvido para un psicopata martinpradenasviolador y ahora lo ponen como un santo santo de la violacion niunamas justiciparaantoniabarra aprachile joseantoniokast mentirasverdaderas justiciaparatodas glorianaveillan unicef españa temuco pucon ucatolica ufro rt camilaolazo martin pradenas el hijo regalon del patriarcado y simbolo del rechazo es lo mas violento que he visto en las campañas para el plesbicito independiente del color politico el respeto por las victimas de violencia de genero debe estar primero martinpradenasviolador
solo porque me impresiona el nivel de estupidez humana les comparto este panfleto extremadamente ridiculo para mi gusto increible el retrazo justiciaparaantonia justiciaparatodas sacarlavozcl
¡que arda lo que tenga que arder igual que el alma de los complices que liberan feminicidas niunamas niunamenos justiciaparatodas rt alexx891 acabo de terminar de ver “las tres muertes de marisela escobedo” y solo puedo decirles que siento asco impotencia y mucha indignacion por mi que las mujeres hagan lo que tengan que hacer  si roma tiene que arder que arda 
ellasnosonnumerossonvidas zoila era una adulta mayor que vivia en armonia con sus vecinos se dedicaba a sus cosechas y visitaba a diario a su hija fue violada y golpeada el acusado es su vecino juan pastor b t quien habia salido de la carcel hace 2 años justiciaparatodas
jessica nayeli serrano vargas nacio un 17101999 joven tenaz divertida alegre muy amiguera y con planes por realizar el 6112017 fue privada de su libertad para despues quitarle la vida siete involucrados fueron detenidos unabrazoalcielo niunamas justiciaparatodas
brenda urban solano fue encontrada asesinada en su casa en tultepec edomex un 19102018 ahora su presunto asesino enfrenta un proceso judicial en la carcel compartimos y abrazamos el dolor de su mami y su familia justiciaparabrenda niunamas justiciaparatodas
que el feminicidio no sea una tradicion cita el 3 de noviembre a las 1000 hrs en el zocalo de la cdmx justicia reparacion verdad mega marcha contra el feminicidio 3n diademuertas niunamas justiciaparatodas feminicidioemergencianacional
¿donde anda el presidente mas humanista y feminista de la historia de mexico ella es solo un dolorosisimo caso mas entre las cifras y estadisticas que a diario aumentan no hay autoridades no hay ley no hay estado de derecho justiciaparaayelin justiciaparatodas rt andalalucha la niña ayelin desaparecio en tixtla guerrero hace cuatro dias tenia 13 años hoy la encontraron muerta y desmembrada en una barranca cerca a su casa ¿por que no vemos hashtags ni titulos sobre su cruel feminicidio yo exijo justiciaparaayelin
justiciaparatodas en este año la defensoria de derechos universitarios de la universidad de guadalajara ha recibido 74 quejas por acoso y hostigamiento por ello feminista exigieron no mas impunidad aqui algunas postales por irlanda moran
resolver el crimen estudiar el caso atacar las causas prevenir eslaprevencion justiciaparaayelin justiciaparavictimas justiciaparatodas rt andalalucha la niña ayelin desaparecio en tixtla guerrero hace cuatro dias tenia 13 años hoy la encontraron muerta y desmembrada en una barranca cerca a su casa ¿por que no vemos hashtags ni titulos sobre su cruel feminicidio yo exijo justiciaparaayelin
ellasnosonnumerossonvidas maria isabel era hermana y madre de 2 hijos uno de ellos menor de edad su exconviviente la asesino con un cuchillo y luego intento suicidarse hoy queremos despertar su nombre en la memoria colectiva y pedir justiciaparatodas 
oir a arturonahle presidente del tribunalzac decir las fiscalias del pais estan rebasadas las investigaciones la gran mayoria estan archivadas durmiendo el sueño de los justos me llenan de impotencia  mariselaescobedoortiz justiciaparatodas niunamenos niunamas rt netflixlat marisela escobedo lucho para que la muerte de su hija no fuera en vano el documental ‘las tres muertes de marisela escobedo’ es la historia de esa lucha y ya esta disponible en netflix ilustraciones erederbez
